Location,Date,Hum5,Raf6,RfD29,RfD30,Tav16,Tmi2,Tmx19,LandUse,level
YangPyung/WaterPump,2014.6.1,257.7,37.5,16,16,403.8,48.2,533.9,3,5
YangPyung/WaterPump,2014.6.2,266.3,31,17,17,405.2,49.7,535.8,3,5
YangPyung/WaterPump,2014.6.3,279,122,18,18,407.2,49.3,535.8,3,6
YangPyung/WaterPump,2014.6.4,319.7,134,19,19,408.2,49,535.2,3,7
YangPyung/WaterPump,2014.6.5,338.7,134.5,19,19,408.4,47.8,533.2,3,6
YangPyung/WaterPump,2014.6.6,347.2,134.5,19,19,409.8,45.7,533.4,3,6
YangPyung/WaterPump,2014.6.7,348,134.5,18,18,410.9,46.1,535.4,3,4
YangPyung/WaterPump,2014.6.8,339.6,133.5,19,19,411.7,46.1,539.9,3,5
YangPyung/WaterPump,2014.6.9,319.6,51,20,20,413.5,45.9,540.3,3,5
YangPyung/WaterPump,2014.6.10,328.9,15,21,21,415,47.1,543.2,3,5
YangPyung/WaterPump,2014.6.11,342.1,15.5,21,21,416.5,46.7,548.4,3,4
YangPyung/WaterPump,2014.6.12,370.3,19,21,21,416.2,47.3,553.6,3,4
YangPyung/WaterPump,2014.6.13,379.1,19,21,21,417.3,48.2,560.5,3,5
YangPyung/WaterPump,2014.6.14,382.8,22.5,20,20,420.5,48.3,565,3,4
YangPyung/WaterPump,2014.6.15,383.6,14,20,20,424,50.7,567.4,3,6
YangPyung/WaterPump,2014.6.16,381.5,13,20,20,425.6,52.4,570.3,3,8
YangPyung/WaterPump,2014.6.19,351,14,20,20,425.7,50.8,574.8,3,8
YangPyung/WaterPump,2014.6.20,358.7,48,19,19,425.4,46.9,574.7,3,8
YangPyung/WaterPump,2014.6.21,365.3,48,18,18,427.9,47.1,575.8,3,6
YangPyung/WaterPump,2014.6.22,379.8,44.5,17,17,431.7,51.8,578.3,3,6
YangPyung/WaterPump,2014.6.23,382.4,44.5,17,17,436.1,54.3,579.8,3,4
YangPyung/WaterPump,2014.6.24,402.5,17.5,14,14,443.1,50.8,591.9,3,6
YangPyung/WaterPump,2014.6.25,397.8,17.5,14,14,446.6,51.8,594.8,3,5
YangPyung/WaterPump,2014.6.26,395.4,0,12,12,455.2,52.3,603.7,3,5
YangPyung/WaterPump,2014.6.27,382.5,0,12,12,455.7,53.2,606.5,3,3
YangPyung/WaterPump,2014.6.28,382.9,0,12,12,456.8,53.6,607.3,3,8
YangPyung/WaterPump,2014.6.29,363.1,2,11,11,455.9,51.9,610.3,3,4
YangPyung/WaterPump,2014.6.30,358.8,2,10,10,455.3,48.4,610.6,3,6
YangPyung/WaterPump,2014.7.1,352.7,2,9,9,457.2,47.7,614.2,3,5
YangPyung/WaterPump,2014.7.2,352.5,2,10,10,460.3,50.5,614.8,3,5
YangPyung/WaterPump,2014.7.3,355,46.5,10,10,456.8,48.3,611.6,3,5
YangPyung/WaterPump,2014.7.4,368.9,46.5,10,10,454.5,44.3,612.8,3,5
YangPyung/WaterPump,2014.7.5,360.7,44.5,9,9,452.7,45,616.6,3,5
YangPyung/WaterPump,2014.7.6,363.1,44.5,8,8,453.1,46.5,615.8,3,5
YangPyung/WaterPump,2014.7.7,361.1,44.5,7,7,450.4,46.4,612.2,3,7
YangPyung/WaterPump,2014.7.8,345.2,44.5,7,7,447.8,46,611.8,3,5
YangPyung/WaterPump,2014.7.9,332.7,13.5,7,7,444.3,47.1,608.7,3,6
YangPyung/WaterPump,2014.7.10,348.9,13.5,6,6,440.5,46.2,603.9,3,5
YangPyung/WaterPump,2014.7.11,336.4,13.5,6,6,436.1,43.3,598.5,3,6
YangPyung/WaterPump,2014.7.12,334,13.5,6,6,431.4,40.9,593.6,3,7
YangPyung/WaterPump,2014.7.13,346.9,0,4,4,414.9,35.8,577.2,3,8
YangPyung/WaterPump,2014.7.14,347.3,0,4,4,408.6,36.2,569.9,3,5
YangPyung/WaterPump,2014.7.15,339.8,0,4,4,400.5,37.1,561.9,3,6
YangPyung/WaterPump,2014.7.16,351.3,0,3,3,393.6,37.5,556.3,3,8
YangPyung/WaterPump,2014.7.17,356.3,0,3,3,391.5,38,551,3,8
YangPyung/WaterPump,2014.7.18,357.9,54,6,6,375.1,36.4,530.4,3,7
YangPyung/WaterPump,2014.7.19,365,54.5,7,7,371.8,39,525.3,3,2
YangPyung/WaterPump,2014.7.20,374,137.5,8,8,367.9,40.9,518.9,3,5
YangPyung/WaterPump,2014.7.21,380.4,149,8,8,365.5,41.4,513.1,3,5
YangPyung/WaterPump,2014.7.22,385.9,149,8,8,363.9,40.5,511.4,3,6
YangPyung/WaterPump,2014.7.23,393.9,131,7,7,361.1,35.5,507.6,3,5
YangPyung/WaterPump,2014.7.24,403.4,95,7,7,359.9,33.8,509.9,3,6
YangPyung/WaterPump,2014.7.25,416.4,94.5,7,7,361.3,36.6,511.1,3,6
YangPyung/WaterPump,2014.7.26,422.5,11.5,7,7,363.5,39,512.9,3,6
YangPyung/WaterPump,2014.7.27,434.7,0,6,6,364.5,40.2,512.5,3,6
YangPyung/WaterPump,2014.7.28,425.8,0,6,6,367.3,40.6,514.4,3,6
YangPyung/WaterPump,2014.7.29,407.4,0,6,6,369.1,40.9,514.3,3,5
YangPyung/WaterPump,2014.7.30,383,0,7,7,370.2,39.3,515.6,3,4
YangPyung/WaterPump,2014.7.31,371.7,2.5,7,7,368.7,39.4,514.8,3,5
YangPyung/WaterPump,2014.8.1,361.5,2.5,7,7,364.7,35.8,515,3,6
YangPyung/WaterPump,2014.8.2,349.9,2.5,6,6,360.3,28.1,510.3,3,5
YangPyung/WaterPump,2014.8.3,333.3,2.5,7,7,358.9,24.9,506.9,3,6
YangPyung/WaterPump,2014.8.4,352.5,7,8,8,353.6,27,499,3,4
YangPyung/WaterPump,2014.8.5,374.9,24.5,8,8,348,29.2,492.8,3,5
YangPyung/WaterPump,2014.8.6,386.5,22,8,8,345.6,32.4,497.2,3,6
YangPyung/WaterPump,2014.8.7,415.5,22,9,9,343.6,35.4,496.9,3,6
YangPyung/WaterPump,2014.8.8,451.6,22.5,9,9,341.7,32.1,493.2,3,7
YangPyung/WaterPump,2014.8.9,426.3,22.5,9,9,335.5,26.6,488.4,3,6
YangPyung/WaterPump,2014.8.10,381.7,18,9,9,329.1,23.9,485.5,3,5
YangPyung/WaterPump,2014.8.11,373.6,0.5,9,9,325,26.1,485.9,3,6
YangPyung/WaterPump,2014.8.12,359.6,0.5,9,9,322.4,30.1,482,3,7
YangPyung/WaterPump,2014.8.13,346.3,3.5,8,8,314.4,33.6,469,3,8
YangPyung/WaterPump,2014.8.14,359.3,3.5,8,8,313.7,32.5,467.3,3,8
YangPyung/WaterPump,2014.8.15,389.5,5,7,7,312.6,32,461.6,3,6
YangPyung/WaterPump,2014.8.16,383,5,6,6,312.1,27.4,454.5,3,5
YangPyung/WaterPump,2014.8.17,378.5,5,6,6,311.3,25.7,453.9,3,5
YangPyung/WaterPump,2014.8.18,381.8,1.5,7,7,312.5,27.5,454.6,3,5
YangPyung/WaterPump,2014.8.19,396.5,6.5,7,7,307.8,23.5,450.5,3,3
YangPyung/WaterPump,2014.8.20,414.5,6.5,7,7,299.2,16.6,442.6,3,4
YangPyung/WaterPump,2014.8.21,427.6,5,7,7,290.5,15.5,440.6,3,4
YangPyung/WaterPump,2014.8.22,450.2,5,7,7,285.3,17.7,441.3,3,4
YangPyung/WaterPump,2014.8.23,452.5,5,7,7,283.8,20.3,435.5,3,5
YangPyung/WaterPump,2014.8.24,442,5,7,7,282.8,24.1,431.4,3,5
YangPyung/WaterPump,2014.8.25,420.9,0,7,7,278.8,25.9,430.7,3,5
YangPyung/WaterPump,2014.8.26,406.7,0,6,6,274.2,24.9,431.3,3,5
YangPyung/WaterPump,2014.8.27,381.6,0,6,6,268,24.9,427.7,3,4
YangPyung/WaterPump,2014.8.28,365,0,6,6,261.8,21.2,418.4,3,3
YangPyung/WaterPump,2014.8.29,350.8,0,6,6,251,14.5,407.1,3,2
YangPyung/WaterPump,2014.8.30,347.2,0,5,5,240.5,11.9,395.5,3,3
YangPyung/WaterPump,2014.8.31,347,0,4,4,234,12.5,391.7,3,4
YangPyung/WaterPump,2014.9.1,344.2,0,5,5,229.4,14.8,383,3,3
YangPyung/WaterPump,2014.9.2,349.9,3,5,5,225,18.1,373.2,3,4
YangPyung/WaterPump,2014.9.3,358.2,3,4,4,217.2,17.6,367.5,3,3
YangPyung/WaterPump,2014.9.4,386.1,3,4,4,217.1,14.7,364.1,3,3
YangPyung/WaterPump,2014.9.5,393.9,3,5,5,220.1,17.2,361.4,3,4
YangPyung/WaterPump,2014.9.6,401.3,12,5,5,219.2,19.1,352.5,3,3
YangPyung/WaterPump,2014.9.7,395.7,12,5,5,217,17.5,351.1,3,3
YangPyung/WaterPump,2014.9.8,394.2,9,5,5,214.6,18.2,352.2,3,3
YangPyung/WaterPump,2014.9.9,369.4,9,4,4,210.5,18.1,352.3,3,3
YangPyung/WaterPump,2014.9.10,356.5,9,5,5,206.4,17.9,347.6,3,3
YangPyung/WaterPump,2014.9.11,341.1,9.5,5,5,202.8,18.3,343.4,3,3
YangPyung/WaterPump,2014.9.12,335.3,0.5,5,5,196.2,14.1,335.4,3,3
YangPyung/WaterPump,2014.9.13,338.1,6.5,5,5,194.4,15.3,330.4,3,1
YangPyung/WaterPump,2014.9.14,324,6.5,5,5,190.9,13.3,319.2,3,1
YangPyung/WaterPump,2014.9.15,318.1,6.5,5,5,184.1,3.7,305.2,3,1
YangPyung/WaterPump,2014.9.16,322.4,6.5,4,4,176.4,0.6,295.8,3,1
YangPyung/WaterPump,2014.9.17,305.1,6,4,4,169.6,0.9,292.9,3,1
YangPyung/WaterPump,2014.9.18,282.5,6,5,5,163.9,5.2,288.4,3,3
YangPyung/WaterPump,2014.9.19,278.1,5,6,6,161.6,10.7,284,3,1
YangPyung/WaterPump,2014.9.20,272.5,11,7,7,157.5,10.2,279.2,3,1
YangPyung/WaterPump,2014.9.21,260.1,12,7,7,148.5,6.9,270.1,3,2
YangPyung/WaterPump,2014.9.22,277.9,12,7,7,138.4,2.7,259.8,3,1
YangPyung/WaterPump,2014.9.23,283.1,12,7,7,128.4,-0.9,246.1,3,1
YangPyung/WaterPump,2014.9.24,278.7,12,7,7,118.4,-1.3,231.4,3,1
YangPyung/WaterPump,2014.9.25,301.6,7,7,7,109.1,-0.1,223.7,3,1
YangPyung/WaterPump,2014.9.26,316,1,7,7,102.5,0.9,217.6,3,2
YangPyung/WaterPump,2014.9.27,332.5,0,8,8,97.6,4.1,213.3,3,2
YangPyung/WaterPump,2014.9.28,354,11.5,9,9,95.5,8.8,206.2,3,1
YangPyung/WaterPump,2014.9.29,387.4,27.5,10,10,88.7,6.4,201.1,3,1
YangPyung/WaterPump,2014.9.30,408.5,28.5,10,10,85.6,0.3,192,3,1
YangPyung/WaterPump,2014.10.1,414.1,30.5,10,10,82.6,-3.8,183.2,3,1
YangPyung/WaterPump,2014.10.2,404.6,30.5,10,10,75.7,-7.1,166.4,3,1
YangPyung/WaterPump,2014.10.3,414.6,30.5,10,10,70.9,-8.2,161.3,3,1
YangPyung/WaterPump,2014.10.4,403.4,19,9,9,69.7,-4,165.2,3,1
YangPyung/WaterPump,2014.10.5,366.4,3,9,9,65.9,2.2,165.4,3,1
YangPyung/WaterPump,2014.10.6,347,2,9,9,63.2,2.9,162.5,3,1
YangPyung/WaterPump,2014.10.7,335.4,0,9,9,64.8,5.4,162.5,3,1
YangPyung/WaterPump,2014.10.8,311.2,0,9,9,69.1,8.4,159.3,3,1
YangPyung/WaterPump,2014.10.9,298.4,0,8,8,73.3,7,156.9,3,1
YangPyung/WaterPump,2014.10.10,296.8,0,8,8,74.5,3.9,155.5,3,1
YangPyung/WaterPump,2014.10.11,307,0,7,7,77.5,5,161.2,3,1
YangPyung/WaterPump,2014.10.12,307.4,13.5,10,10,61.5,-3.5,151.7,3,1
YangPyung/WaterPump,2014.10.13,291.1,14.5,10,10,57.2,-7.2,141.9,3,1
YangPyung/WaterPump,2014.10.14,281.5,14.5,10,10,51.4,-10.8,127.4,3,1
YangPyung/WaterPump,2014.10.15,272.9,28.5,5,5,257.3,23.5,410.7,3,7
YangPyung/WaterPump,2014.10.16,270,29.5,5,5,259.8,22.5,411.9,3,3
YangPyung/WaterPump,2014.10.17,266.4,21.5,5,5,258.1,20.2,408.8,3,3
YangPyung/WaterPump,2014.10.18,271.7,4.5,5,5,254.7,18,412.6,3,2
YangPyung/WaterPump,2014.10.19,288.7,1,5,5,251.9,16.6,408.1,3,3
YangPyung/WaterPump,2014.10.20,297.9,1,6,6,250.5,15.4,405.3,3,3
YangPyung/WaterPump,2014.10.21,335.3,2.5,7,7,251.8,18,405.2,3,6
YangPyung/WaterPump,2014.10.22,374.3,8,7,7,249.7,21.1,405.5,3,3
YangPyung/WaterPump,2014.10.23,389.5,8,7,7,249.1,21.3,408.2,3,3
YangPyung/WaterPump,2014.10.24,388.4,8,8,8,251,23.9,415,3,3
YangPyung/WaterPump,2014.10.25,405.4,26.5,9,9,250.6,28.9,415.2,3,2
YangPyung/WaterPump,2014.10.26,388.7,37.5,9,9,247.6,28.6,411.6,3,3
YangPyung/WaterPump,2014.10.27,372.8,36,9,9,251.7,25.6,411.9,3,3
YangPyung/WaterPump,2014.10.28,339.1,29.5,9,9,258.1,27.9,412.1,3,3
YangPyung/WaterPump,2014.10.29,314.7,29.5,8,8,260.7,30,410,3,3
YangPyung/WaterPump,2014.10.30,283.1,29.5,8,8,263.4,26.6,417.2,3,3
YangPyung/WaterPump,2014.10.31,247.8,11,8,8,267.7,27.8,427.9,3,4
YangPyung/WaterPump,2014.11.1,233,0,8,8,271.9,30.1,435.6,3,4
YangPyung/WaterPump,2014.11.2,261.1,0,8,8,278.9,28.8,439,3,4
YangPyung/WaterPump,2014.11.3,268.2,0,8,8,287.7,31.1,445.3,3,4
YangPyung/WaterPump,2014.11.4,262.7,0,8,8,295.4,32,445.8,3,7
YangPyung/WaterPump,2015.4.21,296.9,0,8,8,303.1,28.9,454.6,3,5
YangPyung/WaterPump,2015.4.22,273.4,0,8,8,307.9,30.7,460.7,3,4
YangPyung/WaterPump,2015.4.23,275,0,9,9,315.1,33.3,472.3,3,7
YangPyung/WaterPump,2015.4.24,284.2,14.5,9,9,319.2,34.7,479.2,3,5
YangPyung/WaterPump,2015.4.25,247.7,15,8,8,317.5,34.4,480.3,3,7
YangPyung/WaterPump,2015.4.26,203.7,15,7,7,321.6,33.8,490.6,3,6
YangPyung/WaterPump,2015.4.27,195.3,15,7,7,329.5,37.4,497,3,4
YangPyung/WaterPump,2015.4.28,187.6,15,7,7,333.1,37.2,499.6,3,4
YangPyung/WaterPump,2015.4.29,185.1,15,6,6,338.8,35.3,507.8,3,6
YangPyung/WaterPump,2015.4.30,223.8,0.5,6,6,346.5,38.6,520.2,3,4
YangPyung/WaterPump,2015.5.1,249.1,0,7,7,352.3,41,524.4,3,5
YangPyung/WaterPump,2015.5.2,270.3,2.5,8,8,354.7,40,523.9,3,4
YangPyung/WaterPump,2015.5.3,295.4,39,8,8,352.5,37.2,522.2,3,5
YangPyung/WaterPump,2015.5.4,347.2,39,7,7,355.1,35.9,524.6,3,5
YangPyung/WaterPump,2015.5.5,316.1,39,6,6,356.7,39,525.6,3,6
YangPyung/WaterPump,2015.5.6,297.4,39,6,6,362.2,40.4,530.1,3,8
YangPyung/WaterPump,2015.5.7,274.9,39,6,6,365.2,39.7,532.7,3,6
YangPyung/WaterPump,2015.5.8,246.1,36.5,5,5,365.5,39.1,530.4,3,7
YangPyung/WaterPump,2015.5.9,220,0,5,5,367,37.6,533.2,3,8
YangPyung/WaterPump,2015.5.10,229.1,3,6,6,369.7,37.5,534.5,3,6
YangPyung/WaterPump,2015.5.11,230.8,32.5,7,7,370.7,36.6,534.8,3,6
YangPyung/WaterPump,2015.5.12,256.6,34,7,7,368.6,34.2,534.5,3,8
YangPyung/WaterPump,2015.5.20,295.5,34,7,7,365.6,34.9,534.2,3,8
YangPyung/WaterPump,2015.5.21,284.5,34,7,7,364.8,36.2,537.5,3,8
YangPyung/WaterPump,2015.6.7,218.3,34,7,7,361.9,37.2,536.5,3,8
YangPyung/WaterPump,2015.6.8,218.2,0,7,7,361.3,42.2,531.7,3,6
YangPyung/WaterPump,2015.6.9,239.8,0,8,8,365.3,41.5,525.2,3,6
YangPyung/WaterPump,2015.6.10,277.2,1,9,9,366.7,40.8,523.5,3,6
YangPyung/WaterPump,2015.6.11,272.7,8.5,9,9,366.3,40.1,526.7,3,5
YangPyung/WaterPump,2015.6.12,281.9,8.5,9,9,365.4,40.3,533.9,3,6
YangPyung/WaterPump,2015.6.13,298.2,21.5,8,8,363.1,39.9,531.2,3,4
YangPyung/WaterPump,2015.6.16,320.5,21.5,8,8,364.7,38.9,532,3,5
YangPyung/WaterPump,2015.6.17,326.8,21.5,8,8,366,39.8,528.9,3,5
YangPyung/WaterPump,2015.6.18,336.5,20.5,8,8,367.5,40.7,530.2,3,7
YangPyung/WaterPump,2015.6.19,334,13,9,9,371.8,41.1,534,3,6
YangPyung/WaterPump,2015.6.20,321.5,14,9,9,374.6,41.4,534,3,7
YangPyung/WaterPump,2015.6.21,346.9,1,9,9,377.6,41,534.6,3,6
YangPyung/WaterPump,2015.6.22,350.1,1,8,8,380.5,41.1,537.7,3,6
YangPyung/WaterPump,2015.6.23,337.7,1,8,8,384,42.4,542.1,3,6
YangPyung/WaterPump,2015.6.24,342.4,13,9,9,386,43.1,548.2,3,6
YangPyung/WaterPump,2015.6.25,342.9,26.5,9,9,383.5,41.9,545.7,3,5
YangPyung/WaterPump,2015.6.26,317,25.5,9,9,385.9,42.3,550.4,3,6
YangPyung/WaterPump,2015.6.27,323.7,25.5,9,9,389.1,44.6,551.1,3,6
YangPyung/WaterPump,2015.6.28,318.6,25.5,9,9,390.3,45.4,550.1,3,6
YangPyung/WaterPump,2015.6.29,316.3,25.5,9,9,394.7,44.2,554.9,3,5
YangPyung/WaterPump,2015.6.30,319.8,13.5,9,9,397,44.7,558.3,3,5
YangPyung/WaterPump,2015.7.1,324.7,1,8,8,403,47.8,563.7,3,6
YangPyung/WaterPump,2015.7.2,315.2,1,7,7,408.7,49.4,568.7,3,6
YangPyung/WaterPump,2015.7.3,324.4,1,7,7,411.1,47.4,572.9,3,6
YangPyung/WaterPump,2015.7.4,325.2,1,7,7,411.6,44.9,576.4,3,7
YangPyung/WaterPump,2015.7.5,319.2,1,7,7,412.4,45.8,578.3,3,6
YangPyung/WaterPump,2015.7.16,376.4,1,7,7,414.8,45.8,580.7,3,6
YangPyung/WaterPump,2015.7.17,367.4,0,7,7,417.4,46.1,582.6,3,6
YangPyung/WaterPump,2015.7.18,323.1,0,7,7,418.6,46.4,585.7,3,6
YangPyung/WaterPump,2015.7.19,295.8,0,8,8,418.1,45.9,587.6,3,6
YangPyung/WaterPump,2015.7.20,300.8,3.5,7,7,417.9,44.3,589,3,6
YangPyung/WaterPump,2015.7.21,313.4,3.5,6,6,422.3,45.3,589,3,6
YangPyung/WaterPump,2015.7.22,343.7,3.5,6,6,423,48.7,589.3,3,7
YangPyung/WaterPump,2015.7.23,370.8,3.5,6,6,424.1,48.4,590,3,6
YangPyung/WaterPump,2015.7.24,388.3,10,7,7,424.4,47.8,594.8,3,6
YangPyung/WaterPump,2015.7.25,407.8,57.5,8,8,420.1,44.6,587.1,3,4
YangPyung/WaterPump,2015.7.26,431.5,96,9,9,415.5,39.4,582.8,3,4
YangPyung/WaterPump,2015.7.27,435.4,144.5,10,10,415.4,41,588.6,3,6
YangPyung/WaterPump,2015.7.28,444.5,147.5,9,9,409.5,43.5,581.8,3,5
YangPyung/WaterPump,2015.7.31,405.2,147.5,9,9,408.1,42.1,582.7,3,5
YangPyung/WaterPump,2015.8.1,394,141,9,9,409.2,42.5,580.2,3,5
YangPyung/WaterPump,2015.8.2,380.8,93.5,9,9,409.7,44.6,576.8,3,6
YangPyung/WaterPump,2015.8.3,390.7,51.5,8,8,412.3,47.7,577,3,5
YangPyung/WaterPump,2015.8.4,379.3,3,7,7,414.7,50.6,581,3,5
YangPyung/WaterPump,2015.8.5,376.2,0,7,7,418.5,50.5,587.1,3,5
YangPyung/WaterPump,2015.8.6,368.9,0,8,8,423.4,52.4,591.5,3,5
YangPyung/WaterPump,2015.8.7,360.6,10.5,9,9,423.8,51.5,590.5,3,3
YangPyung/WaterPump,2015.8.8,347.6,16,9,9,423.1,47.9,587.7,3,4
YangPyung/WaterPump,2015.8.9,355.2,16,10,10,422.2,48.7,587.1,3,4
YangPyung/WaterPump,2015.8.10,356.3,28,10,10,419.7,46.8,582.8,3,3
YangPyung/WaterPump,2015.8.11,361.4,28.5,10,10,418.3,44.2,579.5,3,3
YangPyung/WaterPump,2015.8.12,370.5,28.5,10,10,421.3,43.7,578.5,3,5
YangPyung/WaterPump,2015.8.13,366.7,18,11,11,426.2,44.3,578,3,6
YangPyung/WaterPump,2015.8.14,356.2,40.5,11,11,422.1,42.1,575.7,3,4
YangPyung/WaterPump,2015.8.15,348.2,40.5,11,11,422.7,38.3,578.7,3,5
YangPyung/WaterPump,2015.8.16,346.5,28.5,11,11,423,40.9,584,3,5
YangPyung/WaterPump,2015.8.17,347.8,28,12,12,420.4,43.8,576.1,3,5
YangPyung/WaterPump,2015.8.18,341.8,29,12,12,416.6,43,573.2,3,5
YangPyung/WaterPump,2015.8.19,333.1,29,11,11,413,42.9,571.4,3,5
YangPyung/WaterPump,2015.8.20,337,1,12,12,409.8,43,570.8,3,7
YangPyung/WaterPump,2015.8.23,353.8,5.5,13,13,403.2,44.4,565.5,3,5
YangPyung/WaterPump,2015.8.24,359.4,10,14,14,394.8,43.4,556.4,3,4
YangPyung/WaterPump,2015.8.25,349.7,13.5,13,13,391.3,40.6,548.4,3,4
YangPyung/WaterPump,2015.8.26,350.6,12.5,13,13,390.5,42.3,541.8,3,5
YangPyung/WaterPump,2015.8.27,340.7,75.5,13,13,386.8,43.6,532.4,3,3
YangPyung/WaterPump,2015.8.28,332,88.5,12,12,387,42.9,530.2,3,4
YangPyung/WaterPump,2015.8.29,335.9,84,11,11,387.9,44.3,529.6,3,5
YangPyung/WaterPump,2015.8.30,341.1,79.5,11,11,387.6,44.4,531.2,3,6
YangPyung/WaterPump,2015.8.31,330.6,76,12,12,386.9,45.6,532.8,3,6
YangPyung/WaterPump,2015.9.1,325.1,79.5,12,12,388.9,45.5,535.7,3,5
YangPyung/WaterPump,2015.9.2,323.4,16.5,12,12,389.8,42.3,533.4,3,6
YangPyung/WaterPump,2015.9.3,326.8,3.5,13,13,389.7,41.4,532.4,3,6
YangPyung/WaterPump,2015.9.4,336.1,10,13,13,390.7,38,535.3,3,5
YangPyung/WaterPump,2015.9.5,338.7,10,13,13,393.3,37.9,537,3,5
YangPyung/WaterPump,2015.9.6,355.6,10,13,13,392.5,41.4,535.5,3,5
YangPyung/WaterPump,2015.9.7,356.6,12,13,13,390.3,42.3,538.4,3,4
YangPyung/WaterPump,2015.9.8,336.7,16.5,14,14,389.6,38.7,542.1,3,4
YangPyung/WaterPump,2015.9.9,305.2,77.5,13,13,386.9,34.6,533.8,3,4
YangPyung/WaterPump,2015.9.10,279.6,71,12,12,387.1,35.5,530.2,3,5
YangPyung/WaterPump,2015.9.11,262.1,71,12,12,386.2,37.8,535.1,3,5
YangPyung/WaterPump,2015.9.12,278.1,71,12,12,388.8,40.5,541.9,3,5
YangPyung/WaterPump,2015.9.13,285.6,65.5,11,11,389.6,41.4,547.6,3,6
YangPyung/WaterPump,2015.9.14,296.1,61,11,11,389.1,42.1,548.4,3,5
YangPyung/WaterPump,2015.9.15,314.3,0,11,11,386.9,41.7,550.6,3,5
YangPyung/WaterPump,2015.9.16,300.5,0,11,11,384.1,37.9,550.2,3,5
YangPyung/WaterPump,2015.9.17,269.6,0,10,10,382.6,36.7,550.1,3,5
YangPyung/WaterPump,2015.9.18,255.6,0,10,10,380.6,38.5,546,3,4
YangPyung/WaterPump,2015.9.19,253.6,0,10,10,379.1,39,546.6,3,5
YangPyung/WaterPump,2015.9.20,250.8,0,9,9,377.7,38.5,545.3,3,4
YangPyung/WaterPump,2015.9.21,271.3,0,8,8,376.8,40,544.6,3,4
YangPyung/WaterPump,2015.9.22,287.9,0,7,7,374.5,38.5,540.3,3,4
YangPyung/WaterPump,2015.9.23,289.9,0,7,7,371.8,36.6,533.2,3,5
YangPyung/WaterPump,2015.9.24,295.7,0,6,6,369.4,36.1,529.3,3,5
YangPyung/WaterPump,2015.9.25,293.8,0,5,5,371.5,33.1,528.1,3,5
YangPyung/WaterPump,2015.9.26,281.3,0,5,5,370.8,32.5,525.9,3,6
YangPyung/WaterPump,2015.9.27,273.7,0,5,5,367.5,34.9,523.4,3,6
YangPyung/WaterPump,2015.9.28,264.7,0,5,5,364.2,35.1,530.8,3,6
YangPyung/WaterPump,2015.10.1,215.4,0,5,5,362.5,35.6,532.3,3,6
YangPyung/WaterPump,2015.10.2,238.4,5.5,5,5,358.1,36.5,526.9,3,7
YangPyung/WaterPump,2015.10.3,252.5,5.5,5,5,356.8,36,523.9,3,7
YangPyung/WaterPump,2015.10.4,262.3,5.5,4,4,355.4,37.5,518.5,3,6
YangPyung/WaterPump,2015.10.5,264.6,5.5,5,5,352.8,36.6,514.7,3,6
YangPyung/WaterPump,2015.10.6,268.7,6,6,6,352.3,36.5,512,3,8
YangPyung/WaterPump,2015.10.7,248.7,15.5,5,5,347.8,37.1,505.2,3,8
YangPyung/WaterPump,2015.10.8,262.7,10,4,4,343.7,34,500.2,3,8
YangPyung/WaterPump,2015.10.9,274.4,10,4,4,339.2,31.5,497.3,3,8
YangPyung/WaterPump,2015.10.10,279.3,15.5,4,4,335.7,32.7,490.1,3,8
YangPyung/WaterPump,2015.10.11,300.8,15.5,4,4,331.4,31.2,481.9,3,8
YangPyung/WaterPump,2015.10.12,315.9,15,4,4,328.8,27.2,477.2,3,8
YangPyung/WaterPump,2015.10.13,304.9,5.5,4,4,324.8,26.8,473.6,3,8
YangPyung/WaterPump,2015.10.14,310.2,5.5,4,4,319.9,25.9,472.2,3,8
YangPyung/WaterPump,2015.10.15,331,5.5,4,4,316.2,25.1,469.3,3,8
YangPyung/WaterPump,2015.10.16,322.2,0,4,4,311.2,24.6,465.5,3,8
YangPyung/WaterPump,2015.10.17,320.6,0,4,4,306.5,25.4,462.6,3,8
YangPyung/WaterPump,2015.10.18,328.9,0,4,4,305.7,28,463.8,3,8
YangPyung/WaterPump,2015.10.19,327.6,0,4,4,303.4,29.6,461.3,3,8
YangPyung/WaterPump,2015.10.20,330.4,0,4,4,303.1,30,461.1,3,8
YangPyung/WaterPump,2015.10.21,337.8,0,4,4,299.7,27.4,458.3,3,8
YangPyung/WaterPump,2015.10.22,339.3,0,4,4,292.5,22.9,449.7,3,8
YangPyung/WaterPump,2015.10.23,339.3,0,5,5,287.6,21.2,443.8,3,7
YangPyung/WaterPump,2015.10.24,343.3,3,5,5,282.3,21.5,436.5,3,4
YangPyung/WaterPump,2015.10.25,340.3,3,5,5,277.4,18.9,431.7,3,3
YangPyung/WaterPump,2015.10.26,321.8,3,5,5,274.5,19,432.2,3,3
YangPyung/WaterPump,2015.10.27,316.1,3,6,6,275.4,22.8,431.2,3,4
YangPyung/WaterPump,2015.10.28,320.6,24.5,7,7,272,25.2,424.4,3,2
YangPyung/WaterPump,2015.10.29,300.5,48.5,7,7,268.4,25.3,418.3,3,1
YangPyung/WaterPump,2011.5.6,254,45.5,6,6,265.4,23.3,416.6,3,1
YangPyung/WaterPump,2011.5.7,242.4,45.5,6,6,262.1,20.2,413.4,3,2
