Date,Location,Hum,Hum1,Hum2,Hum3,Hum4,Hum5,Hum6,Hum7,Hum8,Hum9,Hum10,Hum11,Hum12,Hum13,Hum14,Hum15,Hum16,Hum17,Hum18,Hum19,Hum20,Hum21,Hum22,Hum23,Hum24,Hum25,Hum26,Hum27,Hum28,Hum29,Hum30,Raf,Raf1,Raf2,Raf3,Raf4,Raf5,Raf6,Raf7,Raf8,Raf9,Raf10,Raf11,Raf12,Raf13,Raf14,Raf15,Raf16,Raf17,Raf18,Raf19,Raf20,Raf21,Raf22,Raf23,Raf24,Raf25,Raf26,Raf27,Raf28,Raf29,Raf30,RfD,RfD1,RfD2,RfD3,RfD4,RfD5,RfD6,RfD7,RfD8,RfD9,RfD10,RfD11,RfD12,RfD13,RfD14,RfD15,RfD16,RfD17,RfD18,RfD19,RfD20,RfD21,RfD22,RfD23,RfD24,RfD25,RfD26,RfD27,RfD28,RfD29,RfD30,Tav,Tav1,Tav2,Tav3,Tav4,Tav5,Tav6,Tav7,Tav8,Tav9,Tav10,Tav11,Tav12,Tav13,Tav14,Tav15,Tav16,Tav17,Tav18,Tav19,Tav20,Tav21,Tav22,Tav23,Tav24,Tav25,Tav26,Tav27,Tav28,Tav29,Tav30,Tmi,Tmi1,Tmi2,Tmi3,Tmi4,Tmi5,Tmi6,Tmi7,Tmi8,Tmi9,Tmi10,Tmi11,Tmi12,Tmi13,Tmi14,Tmi15,Tmi16,Tmi17,Tmi18,Tmi19,Tmi20,Tmi21,Tmi22,Tmi23,Tmi24,Tmi25,Tmi26,Tmi27,Tmi28,Tmi29,Tmi30,Tmx,Tmx1,Tmx2,Tmx3,Tmx4,Tmx5,Tmx6,Tmx7,Tmx8,Tmx9,Tmx10,Tmx11,Tmx12,Tmx13,Tmx14,Tmx15,Tmx16,Tmx17,Tmx18,Tmx19,Tmx20,Tmx21,Tmx22,Tmx23,Tmx24,Tmx25,Tmx26,Tmx27,Tmx28,Tmx29,Tmx30,LandUse,Mosq,level
2011-07-17,YangPyung/WaterPump,82.5,91.1,180.5,270,355.6,443.5,533.8,614.2,697.7,781.8,866.7,927.6,992.2,1069,1161.1,1243.4,1322.3,1409.7,1502,1569.3,1655.2,1737.3,1822.2,1911.1,2003.4,2087,2146.9,2199.4,2249.8,2302.3,2302.3,0,39.5,66,103.5,127,173,220.5,223.5,253,269,317.5,317.5,317.5,317.5,457.5,457.5,457.5,473,676.5,678,689,729,776.5,791,831.5,852.5,852.5,852.5,852.5,852.5,852.5,0,0,1,2,3,4,5,6,7,8,9,10,10,10,10,11,11,11,12,13,14,15,16,17,18,19,20,20,20,20,20,25.6,23.1,46.7,70.8,95.5,118.6,140.2,164.8,188.8,211.3,234.2,260,284.4,306.8,329.4,354.5,380.2,404.7,425.8,449.9,469.3,488.4,506.5,526.3,548.3,571.4,595.8,621.6,648.1,672.1,672.1,22.7,21.6,43.2,65.8,88.8,109.9,130.2,152.1,172.9,193.6,214.8,235.5,254.8,274,294.6,316.7,339.8,361.1,380.8,398.8,417.2,434.3,451.4,470,491.1,511.8,531.2,552.3,572.9,593.2,593.2,29.7,24.9,51.4,77.2,103.6,129.5,152.1,181.2,209.7,234.5,260.1,291.5,322,350,375,403.1,432.4,460.9,483.4,513.1,533.9,555.7,575.6,598.1,621.2,647.1,676.9,708.7,741.2,770.2,770.2,3,135,4
2011-07-18,YangPyung/WaterPump,62.8,82.5,173.6,263,352.5,438.1,526,616.3,696.7,780.2,864.3,949.2,1010.1,1074.7,1151.5,1243.6,1325.9,1404.8,1492.2,1584.5,1651.8,1737.7,1819.8,1904.7,1993.6,2085.9,2169.5,2229.4,2281.9,2332.3,2332.3,0,0,39.5,66,103.5,127,173,220.5,223.5,253,269,317.5,317.5,317.5,317.5,457.5,457.5,457.5,473,676.5,678,689,729,776.5,791,831.5,852.5,852.5,852.5,852.5,852.5,0,0,0,1,2,3,4,5,6,7,8,9,10,10,10,10,11,11,11,12,13,14,15,16,17,18,19,20,20,20,20,29.1,25.6,48.7,72.3,96.4,121.1,144.2,165.8,190.4,214.4,236.9,259.8,285.6,310,332.4,355,380.1,405.8,430.3,451.4,475.5,494.9,514,532.1,551.9,573.9,597,621.4,647.2,673.7,673.7,24.5,22.7,44.3,65.9,88.5,111.5,132.6,152.9,174.8,195.6,216.3,237.5,258.2,277.5,296.7,317.3,339.4,362.5,383.8,403.5,421.5,439.9,457,474.1,492.7,513.8,534.5,553.9,575,595.6,595.6,34.2,29.7,54.6,81.1,106.9,133.3,159.2,181.8,210.9,239.4,264.2,289.8,321.2,351.7,379.7,404.7,432.8,462.1,490.6,513.1,542.8,563.6,585.4,605.3,627.8,650.9,676.8,706.6,738.4,770.9,770.9,3,1164,7
2011-07-19,YangPyung/WaterPump,55.5,62.8,145.3,236.4,325.8,415.3,500.9,588.8,679.1,759.5,843,927.1,1012,1072.9,1137.5,1214.3,1306.4,1388.7,1467.6,1555,1647.3,1714.6,1800.5,1882.6,1967.5,2056.4,2148.7,2232.3,2292.2,2344.7,2344.7,0,0,0,39.5,66,103.5,127,173,220.5,223.5,253,269,317.5,317.5,317.5,317.5,457.5,457.5,457.5,473,676.5,678,689,729,776.5,791,831.5,852.5,852.5,852.5,852.5,0,0,0,0,1,2,3,4,5,6,7,8,9,10,10,10,10,11,11,11,12,13,14,15,16,17,18,19,20,20,20,29,29.1,54.7,77.8,101.4,125.5,150.2,173.3,194.9,219.5,243.5,266,288.9,314.7,339.1,361.5,384.1,409.2,434.9,459.4,480.5,504.6,524,543.1,561.2,581,603,626.1,650.5,676.3,676.3,25.7,24.5,47.2,68.8,90.4,113,136,157.1,177.4,199.3,220.1,240.8,262,282.7,302,321.2,341.8,363.9,387,408.3,428,446,464.4,481.5,498.6,517.2,538.3,559,578.4,599.5,599.5,33.2,34.2,63.9,88.8,115.3,141.1,167.5,193.4,216,245.1,273.6,298.4,324,355.4,385.9,413.9,438.9,467,496.3,524.8,547.3,577,597.8,619.6,639.5,662,685.1,711,740.8,772.6,772.6,3,2034,8
2011-07-20,YangPyung/WaterPump,50.3,55.5,118.3,200.8,291.9,381.3,470.8,556.4,644.3,734.6,815,898.5,982.6,1067.5,1128.4,1193,1269.8,1361.9,1444.2,1523.1,1610.5,1702.8,1770.1,1856,1938.1,2023,2111.9,2204.2,2287.8,2347.7,2347.7,0,0,0,0,39.5,66,103.5,127,173,220.5,223.5,253,269,317.5,317.5,317.5,317.5,457.5,457.5,457.5,473,676.5,678,689,729,776.5,791,831.5,852.5,852.5,852.5,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,10,10,10,11,11,11,12,13,14,15,16,17,18,19,20,20,28,29,58.1,83.7,106.8,130.4,154.5,179.2,202.3,223.9,248.5,272.5,295,317.9,343.7,368.1,390.5,413.1,438.2,463.9,488.4,509.5,533.6,553,572.1,590.2,610,632,655.1,679.5,679.5,24.5,25.7,50.2,72.9,94.5,116.1,138.7,161.7,182.8,203.1,225,245.8,266.5,287.7,308.4,327.7,346.9,367.5,389.6,412.7,434,453.7,471.7,490.1,507.2,524.3,542.9,564,584.7,604.1,604.1,32.2,33.2,67.4,97.1,122,148.5,174.3,200.7,226.6,249.2,278.3,306.8,331.6,357.2,388.6,419.1,447.1,472.1,500.2,529.5,558,580.5,610.2,631,652.8,672.7,695.2,718.3,744.2,774,774,3,2577,8
2011-07-21,YangPyung/WaterPump,48,50.3,105.8,168.6,251.1,342.2,431.6,521.1,606.7,694.6,784.9,865.3,948.8,1032.9,1117.8,1178.7,1243.3,1320.1,1412.2,1494.5,1573.4,1660.8,1753.1,1820.4,1906.3,1988.4,2073.3,2162.2,2254.5,2338.1,2338.1,0,0,0,0,0,39.5,66,103.5,127,173,220.5,223.5,253,269,317.5,317.5,317.5,317.5,457.5,457.5,457.5,473,676.5,678,689,729,776.5,791,831.5,852.5,852.5,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,10,10,10,11,11,11,12,13,14,15,16,17,18,19,19,27.7,28,57,86.1,111.7,134.8,158.4,182.5,207.2,230.3,251.9,276.5,300.5,323,345.9,371.7,396.1,418.5,441.1,466.2,491.9,516.4,537.5,561.6,581,600.1,618.2,638,660,683.1,683.1,23.4,24.5,50.2,74.7,97.4,119,140.6,163.2,186.2,207.3,227.6,249.5,270.3,291,312.2,332.9,352.2,371.4,392,414.1,437.2,458.5,478.2,496.2,514.6,531.7,548.8,567.4,588.5,609.2,609.2,32.7,32.2,65.4,99.6,129.3,154.2,180.7,206.5,232.9,258.8,281.4,310.5,339,363.8,389.4,420.8,451.3,479.3,504.3,532.4,561.7,590.2,612.7,642.4,663.2,685,704.9,727.4,750.5,776.4,776.4,3,36,2
2011-07-22,YangPyung/WaterPump,71,48,98.3,153.8,216.6,299.1,390.2,479.6,569.1,654.7,742.6,832.9,913.3,996.8,1080.9,1165.8,1226.7,1291.3,1368.1,1460.2,1542.5,1621.4,1708.8,1801.1,1868.4,1954.3,2036.4,2121.3,2210.2,2302.5,2302.5,0.5,0,0,0,0,0,39.5,66,103.5,127,173,220.5,223.5,253,269,317.5,317.5,317.5,317.5,457.5,457.5,457.5,473,676.5,678,689,729,776.5,791,831.5,831.5,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,11,11,11,12,12,12,13,14,15,16,17,18,19,19,24.5,27.7,55.7,84.7,113.8,139.4,162.5,186.1,210.2,234.9,258,279.6,304.2,328.2,350.7,373.6,399.4,423.8,446.2,468.8,493.9,519.6,544.1,565.2,589.3,608.7,627.8,645.9,665.7,687.7,687.7,20.6,23.4,47.9,73.6,98.1,120.8,142.4,164,186.6,209.6,230.7,251,272.9,293.7,314.4,335.6,356.3,375.6,394.8,415.4,437.5,460.6,481.9,501.6,519.6,538,555.1,572.2,590.8,611.9,611.9,26.6,32.7,64.9,98.1,132.3,162,186.9,213.4,239.2,265.6,291.5,314.1,343.2,371.7,396.5,422.1,453.5,484,512,537,565.1,594.4,622.9,645.4,675.1,695.9,717.7,737.6,760.1,783.2,783.2,3,230,5
2011-07-23,YangPyung/WaterPump,76.3,71,119,169.3,224.8,287.6,370.1,461.2,550.6,640.1,725.7,813.6,903.9,984.3,1067.8,1151.9,1236.8,1297.7,1362.3,1439.1,1531.2,1613.5,1692.4,1779.8,1872.1,1939.4,2025.3,2107.4,2192.3,2281.2,2281.2,0,0.5,0.5,0.5,0.5,0.5,0.5,40,66.5,104,127.5,173.5,221,224,253.5,269.5,318,318,318,318,458,458,458,473.5,677,678.5,689.5,729.5,777,791.5,791.5,0,0,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,11,11,11,12,12,12,13,14,15,16,17,18,18,25.8,24.5,52.2,80.2,109.2,138.3,163.9,187,210.6,234.7,259.4,282.5,304.1,328.7,352.7,375.2,398.1,423.9,448.3,470.7,493.3,518.4,544.1,568.6,589.7,613.8,633.2,652.3,670.4,690.2,690.2,23.7,20.6,44,68.5,94.2,118.7,141.4,163,184.6,207.2,230.2,251.3,271.6,293.5,314.3,335,356.2,376.9,396.2,415.4,436,458.1,481.2,502.5,522.2,540.2,558.6,575.7,592.8,611.4,611.4,30.2,26.6,59.3,91.5,124.7,158.9,188.6,213.5,240,265.8,292.2,318.1,340.7,369.8,398.3,423.1,448.7,480.1,510.6,538.6,563.6,591.7,621,649.5,672,701.7,722.5,744.3,764.2,786.7,786.7,3,24,2
2011-07-24,YangPyung/WaterPump,81.6,76.3,147.3,195.3,245.6,301.1,363.9,446.4,537.5,626.9,716.4,802,889.9,980.2,1060.6,1144.1,1228.2,1313.1,1374,1438.6,1515.4,1607.5,1689.8,1768.7,1856.1,1948.4,2015.7,2101.6,2183.7,2268.6,2268.6,5.5,0,0.5,0.5,0.5,0.5,0.5,0.5,40,66.5,104,127.5,173.5,221,224,253.5,269.5,318,318,318,318,458,458,458,473.5,677,678.5,689.5,729.5,777,777,1,1,1,2,2,2,2,2,2,3,4,5,6,7,8,9,10,11,12,12,12,12,13,13,13,14,15,16,17,18,18,25,25.8,50.3,78,106,135,164.1,189.7,212.8,236.4,260.5,285.2,308.3,329.9,354.5,378.5,401,423.9,449.7,474.1,496.5,519.1,544.2,569.9,594.4,615.5,639.6,659,678.1,696.2,696.2,22.5,23.7,44.3,67.7,92.2,117.9,142.4,165.1,186.7,208.3,230.9,253.9,275,295.3,317.2,338,358.7,379.9,400.6,419.9,439.1,459.7,481.8,504.9,526.2,545.9,563.9,582.3,599.4,616.5,616.5,28.4,30.2,56.8,89.5,121.7,154.9,189.1,218.8,243.7,270.2,296,322.4,348.3,370.9,400,428.5,453.3,478.9,510.3,540.8,568.8,593.8,621.9,651.2,679.7,702.2,731.9,752.7,774.5,794.4,794.4,3,42,3
2011-07-25,YangPyung/WaterPump,85.3,81.6,157.9,228.9,276.9,327.2,382.7,445.5,528,619.1,708.5,798,883.6,971.5,1061.8,1142.2,1225.7,1309.8,1394.7,1455.6,1520.2,1597,1689.1,1771.4,1850.3,1937.7,2030,2097.3,2183.2,2265.3,2265.3,4,5.5,5.5,6,6,6,6,6,6,45.5,72,109.5,133,179,226.5,229.5,259,275,323.5,323.5,323.5,323.5,463.5,463.5,463.5,479,682.5,684,695,735,735,1,1,2,2,3,3,3,3,3,3,4,5,6,7,8,9,10,11,12,13,13,13,13,14,14,14,15,16,17,18,18,25.9,25,50.8,75.3,103,131,160,189.1,214.7,237.8,261.4,285.5,310.2,333.3,354.9,379.5,403.5,426,448.9,474.7,499.1,521.5,544.1,569.2,594.9,619.4,640.5,664.6,684,703.1,703.1,23.9,22.5,46.2,66.8,90.2,114.7,140.4,164.9,187.6,209.2,230.8,253.4,276.4,297.5,317.8,339.7,360.5,381.2,402.4,423.1,442.4,461.6,482.2,504.3,527.4,548.7,568.4,586.4,604.8,621.9,621.9,28.1,28.4,58.6,85.2,117.9,150.1,183.3,217.5,247.2,272.1,298.6,324.4,350.8,376.7,399.3,428.4,456.9,481.7,507.3,538.7,569.2,597.2,622.2,650.3,679.6,708.1,730.6,760.3,781.1,802.9,802.9,3,5,1
2011-07-26,YangPyung/WaterPump,81,85.3,166.9,243.2,314.2,362.2,412.5,468,530.8,613.3,704.4,793.8,883.3,968.9,1056.8,1147.1,1227.5,1311,1395.1,1480,1540.9,1605.5,1682.3,1774.4,1856.7,1935.6,2023,2115.3,2182.6,2268.5,2268.5,105,4,9.5,9.5,10,10,10,10,10,10,49.5,76,113.5,137,183,230.5,233.5,263,279,327.5,327.5,327.5,327.5,467.5,467.5,467.5,483,686.5,688,699,699,1,1,2,3,3,4,4,4,4,4,4,5,6,7,8,9,10,11,12,13,14,14,14,14,15,15,15,16,17,18,18,26.2,25.9,50.9,76.7,101.2,128.9,156.9,185.9,215,240.6,263.7,287.3,311.4,336.1,359.2,380.8,405.4,429.4,451.9,474.8,500.6,525,547.4,570,595.1,620.8,645.3,666.4,690.5,709.9,709.9,21.6,23.9,46.4,70.1,90.7,114.1,138.6,164.3,188.8,211.5,233.1,254.7,277.3,300.3,321.4,341.7,363.6,384.4,405.1,426.3,447,466.3,485.5,506.1,528.2,551.3,572.6,592.3,610.3,628.7,628.7,29.9,28.1,56.5,86.7,113.3,146,178.2,211.4,245.6,275.3,300.2,326.7,352.5,378.9,404.8,427.4,456.5,485,509.8,535.4,566.8,597.3,625.3,650.3,678.4,707.7,736.2,758.7,788.4,809.2,809.2,3,2,1
2011-07-27,YangPyung/WaterPump,92.1,81,166.3,247.9,324.2,395.2,443.2,493.5,549,611.8,694.3,785.4,874.8,964.3,1049.9,1137.8,1228.1,1308.5,1392,1476.1,1561,1621.9,1686.5,1763.3,1855.4,1937.7,2016.6,2104,2196.3,2263.6,2263.6,266.5,105,109,114.5,114.5,115,115,115,115,115,115,154.5,181,218.5,242,288,335.5,338.5,368,384,432.5,432.5,432.5,432.5,572.5,572.5,572.5,588,791.5,793,793,1,1,2,3,4,4,5,5,5,5,5,5,6,7,8,9,10,11,12,13,14,15,15,15,15,16,16,16,17,18,18,24.4,26.2,52.1,77.1,102.9,127.4,155.1,183.1,212.1,241.2,266.8,289.9,313.5,337.6,362.3,385.4,407,431.6,455.6,478.1,501,526.8,551.2,573.6,596.2,621.3,647,671.5,692.6,716.7,716.7,22.7,21.6,45.5,68,91.7,112.3,135.7,160.2,185.9,210.4,233.1,254.7,276.3,298.9,321.9,343,363.3,385.2,406,426.7,447.9,468.6,487.9,507.1,527.7,549.8,572.9,594.2,613.9,631.9,631.9,26.5,29.9,58,86.4,116.6,143.2,175.9,208.1,241.3,275.5,305.2,330.1,356.6,382.4,408.8,434.7,457.3,486.4,514.9,539.7,565.3,596.7,627.2,655.2,680.2,708.3,737.6,766.1,788.6,818.3,818.3,3,0,1
2011-07-28,YangPyung/WaterPump,89,92.1,173.1,258.4,340,416.3,487.3,535.3,585.6,641.1,703.9,786.4,877.5,966.9,1056.4,1142,1229.9,1320.2,1400.6,1484.1,1568.2,1653.1,1714,1778.6,1855.4,1947.5,2029.8,2108.7,2196.1,2288.4,2288.4,90,266.5,371.5,375.5,381,381,381.5,381.5,381.5,381.5,381.5,381.5,421,447.5,485,508.5,554.5,602,605,634.5,650.5,699,699,699,699,839,839,839,854.5,1058,1058,1,1,2,3,4,5,5,6,6,6,6,6,6,7,8,9,10,11,12,13,14,15,16,16,16,16,17,17,17,18,18,25.2,24.4,50.6,76.5,101.5,127.3,151.8,179.5,207.5,236.5,265.6,291.2,314.3,337.9,362,386.7,409.8,431.4,456,480,502.5,525.4,551.2,575.6,598,620.6,645.7,671.4,695.9,717,717,23.2,22.7,44.3,68.2,90.7,114.4,135,158.4,182.9,208.6,233.1,255.8,277.4,299,321.6,344.6,365.7,386,407.9,428.7,449.4,470.6,491.3,510.6,529.8,550.4,572.5,595.6,616.9,636.6,636.6,26.5,26.5,56.4,84.5,112.9,143.1,169.7,202.4,234.6,267.8,302,331.7,356.6,383.1,408.9,435.3,461.2,483.8,512.9,541.4,566.2,591.8,623.2,653.7,681.7,706.7,734.8,764.1,792.6,815.1,815.1,3,0,1
2011-07-29,YangPyung/WaterPump,81.6,89,181.1,262.1,347.4,429,505.3,576.3,624.3,674.6,730.1,792.9,875.4,966.5,1055.9,1145.4,1231,1318.9,1409.2,1489.6,1573.1,1657.2,1742.1,1803,1867.6,1944.4,2036.5,2118.8,2197.7,2285.1,2285.1,19.5,90,356.5,461.5,465.5,471,471,471.5,471.5,471.5,471.5,471.5,471.5,511,537.5,575,598.5,644.5,692,695,724.5,740.5,789,789,789,789,929,929,929,944.5,944.5,1,1,2,3,4,5,6,6,7,7,7,7,7,7,8,9,10,11,12,13,14,15,16,17,17,17,17,18,18,18,18,26.5,25.2,49.6,75.8,101.7,126.7,152.5,177,204.7,232.7,261.7,290.8,316.4,339.5,363.1,387.2,411.9,435,456.6,481.2,505.2,527.7,550.6,576.4,600.8,623.2,645.8,670.9,696.6,721.1,721.1,24,23.2,45.9,67.5,91.4,113.9,137.6,158.2,181.6,206.1,231.8,256.3,279,300.6,322.2,344.8,367.8,388.9,409.2,431.1,451.9,472.6,493.8,514.5,533.8,553,573.6,595.7,618.8,640.1,640.1,30.4,26.5,53,82.9,111,139.4,169.6,196.2,228.9,261.1,294.3,328.5,358.2,383.1,409.6,435.4,461.8,487.7,510.3,539.4,567.9,592.7,618.3,649.7,680.2,708.2,733.2,761.3,790.6,819.1,819.1,3,0,1
2011-07-30,YangPyung/WaterPump,75.3,81.6,170.6,262.7,343.7,429,510.6,586.9,657.9,705.9,756.2,811.7,874.5,957,1048.1,1137.5,1227,1312.6,1400.5,1490.8,1571.2,1654.7,1738.8,1823.7,1884.6,1949.2,2026,2118.1,2200.4,2279.3,2279.3,0,19.5,109.5,376,481,485,490.5,490.5,491,491,491,491,491,491,530.5,557,594.5,618,664,711.5,714.5,744,760,808.5,808.5,808.5,808.5,948.5,948.5,948.5,948.5,0,0,1,2,3,4,5,6,6,7,7,7,7,7,7,8,9,10,11,12,13,14,15,16,17,17,17,17,18,18,18,27.4,26.5,51.7,76.1,102.3,128.2,153.2,179,203.5,231.2,259.2,288.2,317.3,342.9,366,389.6,413.7,438.4,461.5,483.1,507.7,531.7,554.2,577.1,602.9,627.3,649.7,672.3,697.4,723.1,723.1,25,24,47.2,69.9,91.5,115.4,137.9,161.6,182.2,205.6,230.1,255.8,280.3,303,324.6,346.2,368.8,391.8,412.9,433.2,455.1,475.9,496.6,517.8,538.5,557.8,577,597.6,619.7,642.8,642.8,30.9,30.4,56.9,83.4,113.3,141.4,169.8,200,226.6,259.3,291.5,324.7,358.9,388.6,413.5,440,465.8,492.2,518.1,540.7,569.8,598.3,623.1,648.7,680.1,710.6,738.6,763.6,791.7,821,821,3,0,1
2011-07-31,YangPyung/WaterPump,87.8,75.3,156.9,245.9,338,419,504.3,585.9,662.2,733.2,781.2,831.5,887,949.8,1032.3,1123.4,1212.8,1302.3,1387.9,1475.8,1566.1,1646.5,1730,1814.1,1899,1959.9,2024.5,2101.3,2193.4,2275.7,2275.7,79,0,19.5,109.5,376,481,485,490.5,490.5,491,491,491,491,491,491,530.5,557,594.5,618,664,711.5,714.5,744,760,808.5,808.5,808.5,808.5,948.5,948.5,948.5,1,1,1,2,3,4,5,6,7,7,8,8,8,8,8,8,9,10,11,12,13,14,15,16,17,18,18,18,18,19,19,25,27.4,53.9,79.1,103.5,129.7,155.6,180.6,206.4,230.9,258.6,286.6,315.6,344.7,370.3,393.4,417,441.1,465.8,488.9,510.5,535.1,559.1,581.6,604.5,630.3,654.7,677.1,699.7,724.8,724.8,23.1,25,49,72.2,94.9,116.5,140.4,162.9,186.6,207.2,230.6,255.1,280.8,305.3,328,349.6,371.2,393.8,416.8,437.9,458.2,480.1,500.9,521.6,542.8,563.5,582.8,602,622.6,644.7,644.7,27.4,30.9,61.3,87.8,114.3,144.2,172.3,200.7,230.9,257.5,290.2,322.4,355.6,389.8,419.5,444.4,470.9,496.7,523.1,549,571.6,600.7,629.2,654,679.6,711,741.5,769.5,794.5,822.6,822.6,3,2,1
2011-08-01,YangPyung/WaterPump,81.1,87.8,163.1,244.7,333.7,425.8,506.8,592.1,673.7,750,821,869,919.3,974.8,1037.6,1120.1,1211.2,1300.6,1390.1,1475.7,1563.6,1653.9,1734.3,1817.8,1901.9,1986.8,2047.7,2112.3,2189.1,2281.2,2281.2,0,79,79,98.5,188.5,455,560,564,569.5,569.5,570,570,570,570,570,570,609.5,636,673.5,697,743,790.5,793.5,823,839,887.5,887.5,887.5,887.5,1027.5,1027.5,0,0,1,1,2,3,4,5,6,7,7,8,8,8,8,8,8,9,10,11,12,13,14,15,16,17,18,18,18,18,18,26,25,52.4,78.9,104.1,128.5,154.7,180.6,205.6,231.4,255.9,283.6,311.6,340.6,369.7,395.3,418.4,442,466.1,490.8,513.9,535.5,560.1,584.1,606.6,629.5,655.3,679.7,702.1,724.7,724.7,23.7,23.1,48.1,72.1,95.3,118,139.6,163.5,186,209.7,230.3,253.7,278.2,303.9,328.4,351.1,372.7,394.3,416.9,439.9,461,481.3,503.2,524,544.7,565.9,586.6,605.9,625.1,645.7,645.7,28.7,27.4,58.3,88.7,115.2,141.7,171.6,199.7,228.1,258.3,284.9,317.6,349.8,383,417.2,446.9,471.8,498.3,524.1,550.5,576.4,599,628.1,656.6,681.4,707,738.4,768.9,796.9,821.9,821.9,3,0,1
2011-08-02,YangPyung/WaterPump,77.5,81.1,168.9,244.2,325.8,414.8,506.9,587.9,673.2,754.8,831.1,902.1,950.1,1000.4,1055.9,1118.7,1201.2,1292.3,1381.7,1471.2,1556.8,1644.7,1735,1815.4,1898.9,1983,2067.9,2128.8,2193.4,2270.2,2270.2,1,0,79,79,98.5,188.5,455,560,564,569.5,569.5,570,570,570,570,570,570,609.5,636,673.5,697,743,790.5,793.5,823,839,887.5,887.5,887.5,887.5,887.5,1,1,1,2,2,3,4,5,6,7,8,8,9,9,9,9,9,9,10,11,12,13,14,15,16,17,18,19,19,19,19,26.3,26,51,78.4,104.9,130.1,154.5,180.7,206.6,231.6,257.4,281.9,309.6,337.6,366.6,395.7,421.3,444.4,468,492.1,516.8,539.9,561.5,586.1,610.1,632.6,655.5,681.3,705.7,728.1,728.1,24.7,23.7,46.8,71.8,95.8,119,141.7,163.3,187.2,209.7,233.4,254,277.4,301.9,327.6,352.1,374.8,396.4,418,440.6,463.6,484.7,505,526.9,547.7,568.4,589.6,610.3,629.6,648.8,648.8,30.7,28.7,56.1,87,117.4,143.9,170.4,200.3,228.4,256.8,287,313.6,346.3,378.5,411.7,445.9,475.6,500.5,527,552.8,579.2,605.1,627.7,656.8,685.3,710.1,735.7,767.1,797.6,825.6,825.6,3,0,1
2011-08-03,YangPyung/WaterPump,83,77.5,158.6,246.4,321.7,403.3,492.3,584.4,665.4,750.7,832.3,908.6,979.6,1027.6,1077.9,1133.4,1196.2,1278.7,1369.8,1459.2,1548.7,1634.3,1722.2,1812.5,1892.9,1976.4,2060.5,2145.4,2206.3,2270.9,2270.9,6.5,1,1,80,80,99.5,189.5,456,561,565,570.5,570.5,571,571,571,571,571,571,610.5,637,674.5,698,744,791.5,794.5,824,840,888.5,888.5,888.5,888.5,1,1,2,2,3,3,4,5,6,7,8,9,9,10,10,10,10,10,10,11,12,13,14,15,16,17,18,19,20,20,20,25.8,26.3,52.3,77.3,104.7,131.2,156.4,180.8,207,232.9,257.9,283.7,308.2,335.9,363.9,392.9,422,447.6,470.7,494.3,518.4,543.1,566.2,587.8,612.4,636.4,658.9,681.8,707.6,732,732,24,24.7,48.4,71.5,96.5,120.5,143.7,166.4,188,211.9,234.4,258.1,278.7,302.1,326.6,352.3,376.8,399.5,421.1,442.7,465.3,488.3,509.4,529.7,551.6,572.4,593.1,614.3,635,654.3,654.3,28.6,30.7,59.4,86.8,117.7,148.1,174.6,201.1,231,259.1,287.5,317.7,344.3,377,409.2,442.4,476.6,506.3,531.2,557.7,583.5,609.9,635.8,658.4,687.5,716,740.8,766.4,797.8,828.3,828.3,3,0,1
2011-08-04,YangPyung/WaterPump,86.3,83,160.5,241.6,329.4,404.7,486.3,575.3,667.4,748.4,833.7,915.3,991.6,1062.6,1110.6,1160.9,1216.4,1279.2,1361.7,1452.8,1542.2,1631.7,1717.3,1805.2,1895.5,1975.9,2059.4,2143.5,2228.4,2289.3,2289.3,19,6.5,7.5,7.5,86.5,86.5,106,196,462.5,567.5,571.5,577,577,577.5,577.5,577.5,577.5,577.5,577.5,617,643.5,681,704.5,750.5,798,801,830.5,846.5,895,895,895,1,1,2,3,3,4,4,5,6,7,8,9,10,10,11,11,11,11,11,11,12,13,14,15,16,17,18,19,20,21,21,25.4,25.8,52.1,78.1,103.1,130.5,157,182.2,206.6,232.8,258.7,283.7,309.5,334,361.7,389.7,418.7,447.8,473.4,496.5,520.1,544.2,568.9,592,613.6,638.2,662.2,684.7,707.6,733.4,733.4,23.5,24,48.7,72.4,95.5,120.5,144.5,167.7,190.4,212,235.9,258.4,282.1,302.7,326.1,350.6,376.3,400.8,423.5,445.1,466.7,489.3,512.3,533.4,553.7,575.6,596.4,617.1,638.3,659,659,28.2,28.6,59.3,88,115.4,146.3,176.7,203.2,229.7,259.6,287.7,316.1,346.3,372.9,405.6,437.8,471,505.2,534.9,559.8,586.3,612.1,638.5,664.4,687,716.1,744.6,769.4,795,826.4,826.4,3,0,1
